customerID,Booking,Week,Price,Promotion,Income,Gender
4,0,6,166,0,99.7,0
4,0,7,168,0,99.7,0
4,0,8,185,0,99.7,0
4,0,9,172,0,99.7,0
4,0,10,128,0,99.7,0
4,0,11,291,1,99.7,0
4,0,12,138,1,99.7,0
4,1,13,139,1,99.7,0
4,0,14,126,1,99.7,0
4,0,15,290,0,99.7,0
4,0,16,240,0,99.7,0
4,1,17,202,0,99.7,0
4,0,18,222,0,99.7,0
4,0,19,188,1,99.7,0
4,0,20,220,1,99.7,0
4,0,21,126,0,99.7,0
4,0,22,242,0,99.7,0
4,0,23,166,1,99.7,0
4,0,24,166,1,99.7,0
4,0,25,156,1,99.7,0
4,0,26,154,0,99.7,0
4,0,27,193,0,99.7,0
4,0,28,219,0,99.7,0
4,0,29,211,0,99.7,0
4,0,30,340,0,99.7,0
4,0,31,207,0,99.7,0
4,0,32,275,0,99.7,0
4,0,33,239,1,99.7,0
4,0,34,142,1,99.7,0
4,0,35,118,1,99.7,0
4,0,36,130,0,99.7,0
4,0,37,190,1,99.7,0
4,1,38,208,1,99.7,0
4,0,39,173,0,99.7,0
4,0,40,266,0,99.7,0
4,0,41,254,1,99.7,0
4,0,42,307,0,99.7,0
4,0,43,225,1,99.7,0
4,0,44,202,1,99.7,0
4,0,45,130,1,99.7,0
4,0,46,197,1,99.7,0
4,0,47,406,0,99.7,0
4,0,48,230,0,99.7,0
4,0,49,118,0,99.7,0
4,0,50,203,0,99.7,0
5,0,1,157,1,64,0
5,0,2,231,1,64,0
5,0,3,184,0,64,0
5,0,4,162,1,64,0
5,0,5,130,0,64,0
5,0,6,226,1,64,0
5,0,7,113,0,64,0
5,0,8,148,0,64,0
5,0,9,171,1,64,0
5,0,10,183,0,64,0
5,0,11,108,1,64,0
5,0,12,193,1,64,0
5,0,13,246,1,64,0
5,0,14,108,1,64,0
5,0,15,227,1,64,0
5,0,16,157,0,64,0
5,0,17,169,1,64,0
5,1,18,145,0,64,0
5,0,19,129,0,64,0
5,0,20,332,1,64,0
5,0,21,239,0,64,0
5,1,22,126,0,64,0
5,0,23,240,0,64,0
5,0,24,211,0,64,0
5,1,25,168,1,64,0
5,0,26,178,0,64,0
5,0,27,231,0,64,0
5,0,28,181,1,64,0
5,0,29,214,1,64,0
5,0,30,204,1,64,0
5,0,31,294,1,64,0
5,0,32,239,0,64,0
5,0,33,177,1,64,0
5,0,34,195,0,64,0
5,0,35,280,1,64,0
5,0,36,148,0,64,0
5,0,37,186,1,64,0
5,0,38,198,0,64,0
5,1,39,137,1,64,0
5,0,40,253,1,64,0
5,0,41,78,1,64,0
5,0,42,228,0,64,0
5,0,43,122,1,64,0
5,0,44,153,0,64,0
5,0,45,198,1,64,0
5,0,46,145,1,64,0
5,0,47,133,0,64,0
5,0,48,206,0,64,0
5,0,49,228,0,64,0
5,0,50,130,0,64,0
6,0,1,114,0,72.5,1
6,0,2,155,0,72.5,1
6,1,3,221,1,72.5,1
6,0,4,156,0,72.5,1
6,0,5,143,0,72.5,1
6,0,6,133,1,72.5,1
6,0,7,324,1,72.5,1
6,0,8,156,1,72.5,1
6,0,9,115,0,72.5,1
6,0,10,135,0,72.5,1
6,0,11,264,1,72.5,1
6,0,12,268,0,72.5,1
6,0,13,302,1,72.5,1
6,0,14,113,1,72.5,1
6,0,15,174,0,72.5,1
6,0,16,195,0,72.5,1
6,0,17,143,1,72.5,1
6,0,18,236,1,72.5,1
6,0,19,179,0,72.5,1
6,0,20,189,0,72.5,1
6,0,21,222,1,72.5,1
6,0,22,304,1,72.5,1
6,0,23,273,0,72.5,1
6,0,24,114,1,72.5,1
6,0,25,271,0,72.5,1
6,0,26,184,0,72.5,1
6,0,27,211,1,72.5,1
6,0,28,112,0,72.5,1
6,0,29,131,1,72.5,1
6,0,30,239,1,72.5,1
6,1,31,133,0,72.5,1
6,0,32,165,1,72.5,1
6,0,33,165,1,72.5,1
6,0,34,229,1,72.5,1
6,0,35,172,0,72.5,1
6,0,36,205,0,72.5,1
6,0,37,151,0,72.5,1
6,0,38,128,0,72.5,1
6,0,39,142,0,72.5,1
6,0,40,209,1,72.5,1
6,0,41,231,0,72.5,1
6,0,42,297,1,72.5,1
6,0,43,140,1,72.5,1
6,1,44,206,1,72.5,1
6,0,45,124,1,72.5,1
6,0,46,344,0,72.5,1
6,0,47,201,1,72.5,1
6,0,48,143,1,72.5,1
6,0,49,132,0,72.5,1
6,0,50,227,1,72.5,1
7,0,1,251,1,141.2,0
7,0,2,235,1,141.2,0
7,0,3,278,1,141.2,0
7,0,4,269,0,141.2,0
7,0,5,229,0,141.2,0
7,0,6,195,0,141.2,0
7,0,7,129,0,141.2,0
7,0,8,223,0,141.2,0
7,0,9,239,0,141.2,0
7,0,10,239,1,141.2,0
7,1,11,183,0,141.2,0
7,0,12,297,0,141.2,0
7,0,13,108,0,141.2,0
7,0,14,199,0,141.2,0
7,0,15,171,0,141.2,0
7,0,16,192,0,141.2,0
7,0,17,331,1,141.2,0
7,0,18,155,1,141.2,0
7,0,19,188,1,141.2,0
7,0,20,318,1,141.2,0
7,0,21,175,1,141.2,0
7,0,22,139,1,141.2,0
7,0,23,236,0,141.2,0
7,0,24,104,0,141.2,0
7,0,25,214,1,141.2,0
7,0,26,214,0,141.2,0
7,0,27,182,1,141.2,0
7,0,28,119,1,141.2,0
7,0,29,175,0,141.2,0
7,0,30,152,1,141.2,0
7,0,31,183,0,141.2,0
7,1,32,231,0,141.2,0
7,0,33,213,0,141.2,0
7,0,34,191,1,141.2,0
7,0,35,146,0,141.2,0
7,0,36,250,0,141.2,0
7,0,37,163,1,141.2,0
7,1,38,189,0,141.2,0
7,0,39,185,1,141.2,0
7,0,40,196,0,141.2,0
7,0,41,173,1,141.2,0
7,0,42,217,0,141.2,0
7,0,43,160,0,141.2,0
7,0,44,172,0,141.2,0
7,0,45,274,0,141.2,0
7,0,46,142,1,141.2,0
7,0,47,193,0,141.2,0
7,0,48,102,1,141.2,0
7,0,49,101,1,141.2,0
7,1,50,207,1,141.2,0
8,0,1,110,0,77.8,1
8,0,2,147,1,77.8,1
8,0,3,98,0,77.8,1
8,0,4,255,0,77.8,1
8,0,5,211,1,77.8,1
8,0,6,121,0,77.8,1
8,0,7,179,0,77.8,1
8,0,8,156,0,77.8,1
8,0,9,218,0,77.8,1
8,0,10,170,0,77.8,1
8,1,11,192,0,77.8,1
8,0,12,332,0,77.8,1
8,0,13,222,1,77.8,1
8,0,14,357,1,77.8,1
8,0,15,227,1,77.8,1
8,0,16,224,0,77.8,1
8,0,17,151,0,77.8,1
8,0,18,164,0,77.8,1
8,0,19,207,1,77.8,1
8,0,20,245,0,77.8,1
8,0,21,327,0,77.8,1
8,0,22,109,0,77.8,1
8,0,23,113,1,77.8,1
8,0,24,238,0,77.8,1
8,0,25,118,1,77.8,1
8,0,26,211,1,77.8,1
8,0,27,203,0,77.8,1
8,0,28,180,0,77.8,1
8,0,29,311,1,77.8,1
8,0,30,205,0,77.8,1
8,0,31,189,0,77.8,1
8,0,32,176,1,77.8,1
8,0,33,128,1,77.8,1
8,0,34,159,0,77.8,1
8,0,35,149,0,77.8,1
8,0,36,135,1,77.8,1
8,0,37,243,0,77.8,1
8,0,38,296,1,77.8,1
8,0,39,209,0,77.8,1
8,0,40,190,1,77.8,1
8,1,41,167,0,77.8,1
8,0,42,217,1,77.8,1
8,0,43,375,1,77.8,1
8,0,44,151,0,77.8,1
8,0,45,208,1,77.8,1
8,0,46,139,1,77.8,1
8,0,47,175,0,77.8,1
8,0,48,281,0,77.8,1
8,0,49,170,0,77.8,1
8,0,50,254,1,77.8,1
9,0,1,150,1,101.6,0
9,0,2,102,0,101.6,0
9,0,3,147,0,101.6,0
9,0,4,223,1,101.6,0
9,0,5,191,0,101.6,0
9,0,6,142,1,101.6,0
9,0,7,171,1,101.6,0
9,0,8,186,0,101.6,0
9,0,9,169,0,101.6,0
9,0,10,240,1,101.6,0
9,0,11,178,1,101.6,0
9,0,12,143,1,101.6,0
9,0,13,134,1,101.6,0
9,0,14,203,0,101.6,0
9,0,15,174,1,101.6,0
9,0,16,181,1,101.6,0
9,0,17,179,0,101.6,0
9,0,18,215,1,101.6,0
9,1,19,101,1,101.6,0
9,0,20,212,1,101.6,0
9,0,21,147,0,101.6,0
9,0,22,120,1,101.6,0
9,1,23,167,1,101.6,0
9,0,24,228,0,101.6,0
9,0,25,260,1,101.6,0
9,0,26,269,0,101.6,0
9,1,27,181,0,101.6,0
9,0,28,158,1,101.6,0
9,0,29,213,1,101.6,0
9,0,30,196,1,101.6,0
9,0,31,216,1,101.6,0
9,0,32,219,0,101.6,0
9,0,33,172,1,101.6,0
9,0,34,184,0,101.6,0
9,1,35,163,0,101.6,0
9,0,36,138,1,101.6,0
9,0,37,162,0,101.6,0
9,1,38,88,0,101.6,0
9,0,39,256,0,101.6,0
9,0,40,162,1,101.6,0
9,0,41,188,1,101.6,0
9,0,42,173,0,101.6,0
9,0,43,243,1,101.6,0
9,0,44,162,0,101.6,0
9,0,45,140,1,101.6,0
9,0,46,279,1,101.6,0
9,0,47,221,0,101.6,0
9,0,48,180,0,101.6,0
9,0,49,211,1,101.6,0
9,0,50,193,0,101.6,0
10,0,1,178,0,46.4,1
10,0,2,193,0,46.4,1
10,0,3,135,0,46.4,1
10,0,4,269,0,46.4,1
10,0,5,157,1,46.4,1
10,0,6,188,1,46.4,1
10,0,7,192,0,46.4,1
10,0,8,109,0,46.4,1
10,0,9,181,0,46.4,1
10,0,10,237,1,46.4,1
10,0,11,166,0,46.4,1
10,0,12,187,1,46.4,1
10,0,13,227,1,46.4,1
10,0,14,167,1,46.4,1
10,0,15,198,1,46.4,1
10,0,16,171,1,46.4,1
10,0,17,370,1,46.4,1
10,0,18,145,0,46.4,1
10,0,19,192,1,46.4,1
10,1,20,175,0,46.4,1
10,0,21,138,0,46.4,1
10,0,22,185,1,46.4,1
10,0,23,268,0,46.4,1
10,0,24,156,0,46.4,1
10,0,25,181,0,46.4,1
10,0,26,229,0,46.4,1
10,0,27,173,0,46.4,1
10,0,28,182,1,46.4,1
10,0,29,187,0,46.4,1
10,0,30,192,0,46.4,1
10,0,31,205,0,46.4,1
10,0,32,158,0,46.4,1
10,1,33,190,0,46.4,1
10,0,34,126,0,46.4,1
10,0,35,245,0,46.4,1
10,0,36,164,1,46.4,1
10,0,37,125,0,46.4,1
10,0,38,317,0,46.4,1
10,0,39,164,0,46.4,1
10,0,40,205,0,46.4,1
10,0,41,225,0,46.4,1
10,0,42,113,0,46.4,1
10,0,43,289,0,46.4,1
10,0,44,186,0,46.4,1
10,0,45,120,0,46.4,1
10,0,46,125,1,46.4,1
10,0,47,295,0,46.4,1
10,0,48,98,1,46.4,1
10,0,49,147,1,46.4,1
10,0,50,240,0,46.4,1
11,0,1,137,1,167.3,1
11,0,2,166,0,167.3,1
11,0,3,158,1,167.3,1
11,0,4,175,0,167.3,1
11,0,5,157,0,167.3,1
11,0,6,123,0,167.3,1
11,0,7,226,1,167.3,1
11,0,8,179,1,167.3,1
11,0,9,191,1,167.3,1
11,0,10,168,1,167.3,1
11,1,11,141,0,167.3,1
11,0,12,127,1,167.3,1
11,0,13,302,1,167.3,1
11,0,14,166,0,167.3,1
11,0,15,154,1,167.3,1
11,1,16,259,1,167.3,1
11,0,17,179,1,167.3,1
11,0,18,186,1,167.3,1
11,0,19,105,0,167.3,1
11,0,20,232,0,167.3,1
11,0,21,98,0,167.3,1
11,0,22,164,1,167.3,1
11,0,23,238,0,167.3,1
11,0,24,330,0,167.3,1
11,1,25,86,0,167.3,1
11,0,26,115,1,167.3,1
11,0,27,123,1,167.3,1
11,1,28,128,0,167.3,1
11,0,29,162,1,167.3,1
11,0,30,81,1,167.3,1
11,0,31,245,1,167.3,1
11,0,32,220,1,167.3,1
11,0,33,184,0,167.3,1
11,0,34,199,0,167.3,1
11,0,35,287,0,167.3,1
11,0,36,284,0,167.3,1
11,0,37,382,0,167.3,1
11,0,38,201,1,167.3,1
11,0,39,176,0,167.3,1
11,1,40,127,1,167.3,1
11,0,41,203,1,167.3,1
11,0,42,135,0,167.3,1
11,0,43,251,0,167.3,1
11,0,44,250,0,167.3,1
11,0,45,211,1,167.3,1
11,0,46,158,0,167.3,1
11,0,47,200,1,167.3,1
11,0,48,288,1,167.3,1
11,0,49,205,0,167.3,1
11,0,50,160,1,167.3,1
12,0,1,253,0,69.4,1
12,0,2,287,0,69.4,1
12,0,3,181,1,69.4,1
12,0,4,334,1,69.4,1
12,0,5,131,0,69.4,1
12,0,6,184,1,69.4,1
12,0,7,199,0,69.4,1
12,0,8,139,0,69.4,1
12,0,9,413,1,69.4,1
12,0,10,122,0,69.4,1
12,0,11,194,1,69.4,1
12,0,12,192,0,69.4,1
12,0,13,155,0,69.4,1
12,0,14,143,1,69.4,1
12,0,15,223,0,69.4,1
12,0,16,283,0,69.4,1
12,0,17,181,1,69.4,1
12,0,18,208,0,69.4,1
12,0,19,151,1,69.4,1
12,0,20,170,0,69.4,1
12,0,21,199,1,69.4,1
12,0,22,200,1,69.4,1
12,0,23,173,0,69.4,1
12,0,24,94,1,69.4,1
12,0,25,174,0,69.4,1
12,0,26,182,1,69.4,1
12,0,27,144,1,69.4,1
12,0,28,203,0,69.4,1
12,0,29,140,1,69.4,1
12,0,30,236,1,69.4,1
12,0,31,191,0,69.4,1
12,0,32,202,0,69.4,1
12,0,33,147,0,69.4,1
12,0,34,340,1,69.4,1
12,0,35,221,1,69.4,1
12,0,36,177,1,69.4,1
12,0,37,175,0,69.4,1
12,0,38,224,1,69.4,1
12,1,39,108,1,69.4,1
12,0,40,176,0,69.4,1
12,0,41,143,1,69.4,1
12,0,42,236,0,69.4,1
12,1,43,153,0,69.4,1
12,0,44,88,0,69.4,1
12,0,45,148,0,69.4,1
12,0,46,180,0,69.4,1
12,0,47,153,0,69.4,1
12,1,48,210,0,69.4,1
12,0,49,166,0,69.4,1
12,0,50,181,0,69.4,1
13,0,1,161,1,51.2,0
13,0,2,181,0,51.2,0
13,0,3,138,1,51.2,0
13,0,4,184,1,51.2,0
13,0,5,189,0,51.2,0
13,0,6,219,0,51.2,0
13,0,7,132,1,51.2,0
13,0,8,316,1,51.2,0
13,0,9,259,1,51.2,0
13,0,10,176,1,51.2,0
13,0,11,177,0,51.2,0
13,0,12,210,0,51.2,0
13,0,13,195,1,51.2,0
13,0,14,122,1,51.2,0
13,0,15,225,0,51.2,0
13,0,16,273,0,51.2,0
13,0,17,156,0,51.2,0
13,0,18,157,1,51.2,0
13,0,19,274,1,51.2,0
13,0,20,120,1,51.2,0
13,0,21,241,0,51.2,0
13,0,22,195,1,51.2,0
13,0,23,214,1,51.2,0
13,0,24,123,0,51.2,0
13,0,25,156,0,51.2,0
13,0,26,145,0,51.2,0
13,0,27,197,0,51.2,0
13,0,28,232,1,51.2,0
13,0,29,162,1,51.2,0
13,0,30,190,1,51.2,0
13,0,31,320,1,51.2,0
13,0,32,280,0,51.2,0
13,0,33,138,0,51.2,0
13,0,34,213,0,51.2,0
13,0,35,201,1,51.2,0
13,0,36,251,0,51.2,0
13,1,37,110,0,51.2,0
13,0,38,155,1,51.2,0
13,0,39,125,0,51.2,0
13,0,40,195,1,51.2,0
13,0,41,155,1,51.2,0
13,0,42,197,0,51.2,0
13,0,43,242,0,51.2,0
13,0,44,285,0,51.2,0
13,0,45,252,1,51.2,0
13,0,46,162,1,51.2,0
13,0,47,113,0,51.2,0
13,0,48,176,1,51.2,0
13,0,49,199,1,51.2,0
13,0,50,138,0,51.2,0
14,0,1,204,1,38.1,1
14,0,2,133,1,38.1,1
14,0,3,278,1,38.1,1
14,0,4,213,0,38.1,1
14,0,5,189,0,38.1,1
14,0,6,306,1,38.1,1
14,0,7,160,1,38.1,1
14,0,8,165,1,38.1,1
14,0,9,220,1,38.1,1
14,0,10,362,0,38.1,1
14,0,11,210,0,38.1,1
14,0,12,176,0,38.1,1
14,1,13,189,0,38.1,1
14,0,14,151,0,38.1,1
14,0,15,120,1,38.1,1
14,0,16,205,0,38.1,1
14,0,17,252,1,38.1,1
14,0,18,145,1,38.1,1
14,0,19,134,0,38.1,1
14,0,20,185,1,38.1,1
14,0,21,176,1,38.1,1
14,0,22,179,1,38.1,1
14,0,23,123,0,38.1,1
14,0,24,309,0,38.1,1
14,1,25,123,1,38.1,1
14,0,26,154,0,38.1,1
14,0,27,215,1,38.1,1
14,0,28,188,0,38.1,1
14,0,29,147,1,38.1,1
14,0,30,173,1,38.1,1
14,0,31,177,0,38.1,1
14,0,32,178,1,38.1,1
14,0,33,149,0,38.1,1
14,0,34,191,1,38.1,1
14,1,35,191,0,38.1,1
14,0,36,132,1,38.1,1
14,0,37,148,0,38.1,1
14,0,38,177,1,38.1,1
14,0,39,211,0,38.1,1
14,0,40,153,0,38.1,1
14,0,41,127,1,38.1,1
14,0,42,307,0,38.1,1
14,0,43,132,0,38.1,1
14,0,44,201,1,38.1,1
14,0,45,98,0,38.1,1
14,0,46,262,1,38.1,1
14,0,47,110,0,38.1,1
14,1,48,133,1,38.1,1
14,0,49,239,1,38.1,1
14,0,50,254,1,38.1,1
15,1,1,163,0,178.7,0
15,0,2,225,0,178.7,0
15,0,3,265,0,178.7,0
15,0,4,285,0,178.7,0
15,0,5,279,0,178.7,0
15,0,6,207,1,178.7,0
15,0,7,198,0,178.7,0
15,0,8,150,0,178.7,0
15,0,9,115,1,178.7,0
15,0,10,195,0,178.7,0
15,0,11,184,0,178.7,0
15,1,12,237,1,178.7,0
15,1,13,329,1,178.7,0
15,0,14,151,1,178.7,0
15,0,15,181,0,178.7,0
15,0,16,138,0,178.7,0
15,0,17,156,0,178.7,0
15,0,18,180,1,178.7,0
15,1,19,159,1,178.7,0
15,0,20,204,1,178.7,0
15,0,21,121,0,178.7,0
15,0,22,232,0,178.7,0
15,0,23,124,1,178.7,0
15,0,24,271,1,178.7,0
15,0,25,113,1,178.7,0
15,0,26,216,1,178.7,0
15,0,27,293,1,178.7,0
15,0,28,342,1,178.7,0
15,0,29,171,1,178.7,0
15,0,30,218,0,178.7,0
15,0,31,156,1,178.7,0
15,0,32,220,1,178.7,0
15,0,33,177,0,178.7,0
15,0,34,150,0,178.7,0
15,0,35,213,1,178.7,0
15,0,36,105,0,178.7,0
15,0,37,232,1,178.7,0
15,0,38,173,0,178.7,0
15,0,39,212,1,178.7,0
15,0,40,113,1,178.7,0
15,0,41,142,0,178.7,0
15,0,42,247,0,178.7,0
15,0,43,173,0,178.7,0
15,0,44,248,1,178.7,0
15,0,45,133,1,178.7,0
15,0,46,170,0,178.7,0
15,0,47,211,1,178.7,0
15,0,48,147,0,178.7,0
15,0,49,253,0,178.7,0
15,0,50,260,0,178.7,0
16,0,1,200,1,44,1
16,0,2,132,1,44,1
16,1,3,140,1,44,1
16,0,4,274,0,44,1
16,0,5,294,0,44,1
16,0,6,143,0,44,1
16,0,7,342,1,44,1
16,0,8,196,1,44,1
16,0,9,274,0,44,1
16,0,10,193,1,44,1
16,0,11,160,1,44,1
16,0,12,166,1,44,1
16,0,13,178,1,44,1
16,0,14,216,0,44,1
16,0,15,223,0,44,1
16,0,16,269,0,44,1
16,1,17,123,0,44,1
16,0,18,231,0,44,1
16,0,19,160,0,44,1
16,0,20,155,1,44,1
16,0,21,136,0,44,1
16,0,22,230,1,44,1
16,0,23,143,0,44,1
16,0,24,121,0,44,1
16,0,25,182,0,44,1
16,0,26,150,1,44,1
16,0,27,184,0,44,1
16,0,28,174,1,44,1
16,0,29,149,0,44,1
16,0,30,139,1,44,1
16,0,31,158,1,44,1
16,0,32,166,1,44,1
16,0,33,218,0,44,1
16,0,34,151,1,44,1
16,0,35,176,1,44,1
16,0,36,104,1,44,1
16,1,37,151,0,44,1
16,0,38,106,1,44,1
16,0,39,286,0,44,1
16,1,40,210,0,44,1
16,0,41,246,0,44,1
16,0,42,231,1,44,1
16,0,43,139,0,44,1
16,0,44,191,1,44,1
16,0,45,182,1,44,1
16,0,46,199,1,44,1
16,0,47,172,0,44,1
16,0,48,128,1,44,1
16,0,49,151,1,44,1
16,0,50,164,0,44,1
17,0,1,120,0,107.1,0
17,0,2,125,1,107.1,0
17,0,3,195,1,107.1,0
17,0,4,173,0,107.1,0
17,0,5,146,1,107.1,0
17,0,6,241,1,107.1,0
17,0,7,168,0,107.1,0
17,0,8,150,1,107.1,0
17,0,9,214,1,107.1,0
17,0,10,172,0,107.1,0
17,0,11,242,1,107.1,0
17,0,12,320,1,107.1,0
17,0,13,162,0,107.1,0
17,0,14,154,0,107.1,0
17,0,15,162,0,107.1,0
17,0,16,117,0,107.1,0
17,0,17,111,0,107.1,0
17,0,18,145,1,107.1,0
17,0,19,154,0,107.1,0
17,1,20,190,1,107.1,0
17,0,21,205,0,107.1,0
17,0,22,299,0,107.1,0
17,0,23,166,0,107.1,0
17,0,24,190,0,107.1,0
17,0,25,142,0,107.1,0
17,0,26,235,0,107.1,0
17,1,27,185,0,107.1,0
17,0,28,283,0,107.1,0
17,0,29,222,1,107.1,0
17,0,30,142,1,107.1,0
17,0,31,155,1,107.1,0
17,0,32,214,1,107.1,0
17,0,33,296,0,107.1,0
17,0,34,277,1,107.1,0
17,0,35,231,1,107.1,0
17,0,36,215,0,107.1,0
17,0,37,255,1,107.1,0
17,0,38,516,0,107.1,0
17,1,39,146,0,107.1,0
17,0,40,206,1,107.1,0
17,0,41,185,0,107.1,0
17,1,42,128,0,107.1,0
17,0,43,264,0,107.1,0
17,0,44,128,0,107.1,0
17,0,45,87,0,107.1,0
17,0,46,122,1,107.1,0
17,0,47,241,0,107.1,0
17,0,48,81,1,107.1,0
17,0,49,173,0,107.1,0
17,0,50,277,0,107.1,0
18,0,1,157,0,55.3,1
18,0,2,453,0,55.3,1
18,0,3,180,1,55.3,1
18,0,4,118,1,55.3,1
18,0,5,165,1,55.3,1
18,0,6,145,1,55.3,1
18,0,7,179,1,55.3,1
18,0,8,219,1,55.3,1
18,0,9,215,0,55.3,1
18,0,10,178,0,55.3,1
18,0,11,164,1,55.3,1
18,0,12,280,0,55.3,1
18,0,13,199,1,55.3,1
18,0,14,126,1,55.3,1
18,0,15,167,0,55.3,1
18,0,16,76,1,55.3,1
18,0,17,250,0,55.3,1
18,0,18,136,0,55.3,1
18,0,19,185,1,55.3,1
18,0,20,178,0,55.3,1
18,0,21,196,0,55.3,1
18,1,22,190,0,55.3,1
18,0,23,125,1,55.3,1
18,0,24,135,1,55.3,1
18,0,25,205,1,55.3,1
18,0,26,254,0,55.3,1
18,0,27,101,0,55.3,1
18,0,28,148,1,55.3,1
18,0,29,150,1,55.3,1
18,0,30,242,0,55.3,1
18,0,31,168,1,55.3,1
18,0,32,148,1,55.3,1
18,0,33,220,0,55.3,1
18,0,34,226,0,55.3,1
18,0,35,195,0,55.3,1
18,0,36,150,0,55.3,1
18,0,37,212,0,55.3,1
18,0,38,269,1,55.3,1
18,0,39,193,1,55.3,1
18,0,40,217,0,55.3,1
18,0,41,194,0,55.3,1
18,0,42,408,0,55.3,1
18,0,43,294,0,55.3,1
18,0,44,214,1,55.3,1
18,0,45,191,1,55.3,1
18,0,46,171,1,55.3,1
